gene,PDT
WP_000002127.1,0.08333333333333333
WP_000002304.1,0.08333333333333333
WP_000002542.1,0.08333333333333333
WP_000002907.1,0.08333333333333333
WP_000002953.1,0.08333333333333333
WP_000003075.1,0.08333333333333333
WP_000003150.1,0.08333333333333333
WP_000003314.1,0.08333333333333333
WP_000003377.1,0.08333333333333333
WP_000003653.1,0.08333333333333333
WP_000003742.1,0.08333333333333333
WP_000003820.1,0.08333333333333333
WP_000004024.1,0.08333333333333333
WP_000004459.1,0.08333333333333333
WP_000004488.1,0.08333333333333333
WP_000004620.1,0.08333333333333333
WP_000004655.1,0.08333333333333333
WP_000004771.1,0.08333333333333333
WP_000004940.1,0.08333333333333333
WP_000005042.1,0.08333333333333333
WP_000005444.1,0.08333333333333333
WP_000005552.1,0.08333333333333333
WP_000005995.1,0.08333333333333333
WP_000006621.1,0.08333333333333333
WP_000006821.1,0.08333333333333333
WP_000007095.1,0.08333333333333333
WP_000007283.1,0.08333333333333333
WP_000007449.1,0.08333333333333333
WP_000007629.1,0.08333333333333333
WP_000008967.1,0.08333333333333333
WP_000009307.1,0.08333333333333333
WP_000010147.1,0.08333333333333333
WP_000010271.1,0.08333333333333333
WP_000010739.1,0.08333333333333333
WP_000011108.1,0.08333333333333333
WP_000011613.1,0.08333333333333333
WP_000011656.1,0.08333333333333333
WP_000011970.1,0.08333333333333333
WP_000012163.1,0.08333333333333333
WP_000012247.1,0.08333333333333333
WP_000012450.1,0.08333333333333333
WP_000012572.1,0.08333333333333333
WP_000012925.1,0.08333333333333333
WP_000013046.1,0.08333333333333333
WP_000013136.1,0.08333333333333333
WP_000013513.1,0.08333333333333333
WP_000013588.1,0.08333333333333333
WP_000013654.1,0.08333333333333333
WP_000013762.1,0.08333333333333333
WP_000014036.1,0.08333333333333333
WP_000014216.1,0.08333333333333333
WP_000014320.1,0.08333333333333333
WP_000014504.1,0.08333333333333333
WP_000014594.1,0.08333333333333333
WP_000014801.1,0.08333333333333333
WP_000014822.1,0.08333333333333333
WP_000014969.1,0.08333333333333333
WP_000015258.1,0.08333333333333333
WP_000015262.1,0.08333333333333333
WP_000015492.1,0.08333333333333333
WP_000015802.1,0.08333333333333333
WP_000016225.1,0.08333333333333333
WP_000016656.1,0.08333333333333333
WP_000016907.1,0.08333333333333333
WP_000016989.1,0.08333333333333333
WP_000017110.1,0.08333333333333333
WP_000017339.1,0.08333333333333333
WP_000017561.1,0.08333333333333333
WP_000017698.1,0.08333333333333333
WP_000018008.1,0.08333333333333333
WP_000018366.1,0.08333333333333333
WP_000018588.1,0.08333333333333333
WP_000018633.1,0.08333333333333333
WP_000018678.1,0.08333333333333333
WP_000018760.1,0.08333333333333333
WP_000019197.1,0.08333333333333333
WP_000019358.1,0.08333333333333333
WP_000019588.1,0.08333333333333333
WP_000019652.1,0.08333333333333333
WP_000019819.1,0.08333333333333333
WP_000019869.1,0.08333333333333333
WP_000019944.1,0.08333333333333333
WP_000020078.1,0.08333333333333333
WP_000020484.1,0.08333333333333333
WP_000020556.1,0.08333333333333333
WP_000020744.1,0.08333333333333333
WP_000020884.1,0.08333333333333333
WP_000020947.1,0.08333333333333333
WP_000021035.1,0.08333333333333333
WP_000021347.1,0.08333333333333333
WP_000021655.1,0.08333333333333333
WP_000022442.1,0.08333333333333333
WP_000022458.1,0.08333333333333333
WP_000022766.1,0.08333333333333333
WP_000023081.1,0.08333333333333333
WP_000023170.1,0.08333333333333333
WP_000023184.1,0.08333333333333333
WP_000023202.1,0.08333333333333333
WP_000023257.1,0.08333333333333333
WP_000023640.1,0.08333333333333333
WP_000023931.1,0.08333333333333333
WP_000024297.1,0.08333333333333333
WP_000024392.1,0.08333333333333333
WP_000024560.1,0.08333333333333333
WP_000024742.1,0.08333333333333333
WP_000024883.1,0.08333333333333333
WP_000025458.1,0.08333333333333333
WP_000025873.1,0.08333333333333333
WP_000026069.1,0.08333333333333333
WP_000026781.1,0.08333333333333333
WP_000027205.1,0.08333333333333333
WP_000027427.1,0.08333333333333333
WP_000027563.1,0.08333333333333333
WP_000027708.1,0.08333333333333333
WP_000028093.1,0.08333333333333333
WP_000028544.1,0.08333333333333333
WP_000028878.1,0.08333333333333333
WP_000028953.1,0.08333333333333333
WP_000029325.1,0.08333333333333333
WP_000029463.1,0.08333333333333333
WP_000029603.1,0.08333333333333333
WP_000029813.1,0.08333333333333333
WP_000030005.1,0.08333333333333333
WP_000030537.1,0.08333333333333333
WP_000030680.1,0.08333333333333333
WP_000030901.1,0.08333333333333333
WP_000031415.1,0.08333333333333333
WP_000031783.1,0.08333333333333333
WP_000031784.1,0.08333333333333333
WP_000032691.1,0.08333333333333333
WP_000032935.1,0.08333333333333333
WP_000033206.1,0.08333333333333333
WP_000033336.1,0.08333333333333333
WP_000034372.1,0.08333333333333333
WP_000034402.1,0.08333333333333333
WP_000034457.1,0.08333333333333333
WP_000034474.1,0.08333333333333333
WP_000034602.1,0.08333333333333333
WP_000034825.1,0.08333333333333333
WP_000035558.1,0.08333333333333333
WP_000035581.1,0.08333333333333333
WP_000035699.1,0.08333333333333333
WP_000035953.1,0.08333333333333333
WP_000036370.1,0.08333333333333333
WP_000036512.1,0.08333333333333333
WP_000036723.1,0.08333333333333333
WP_000037399.1,0.08333333333333333
WP_000037608.1,0.08333333333333333
WP_000038002.1,0.08333333333333333
WP_000038456.1,0.08333333333333333
WP_000039084.1,0.08333333333333333
WP_000039703.1,0.08333333333333333
WP_000039864.1,0.08333333333333333
WP_000040152.1,0.08333333333333333
WP_000040373.1,0.08333333333333333
WP_000040839.1,0.08333333333333333
WP_000041704.1,0.08333333333333333
WP_000041970.1,0.08333333333333333
WP_000042351.1,0.08333333333333333
WP_000042419.1,0.08333333333333333
WP_000042485.1,0.08333333333333333
WP_000042533.1,0.08333333333333333
WP_000042632.1,0.08333333333333333
WP_000042873.1,0.08333333333333333
WP_000042916.1,0.08333333333333333
WP_000043335.1,0.08333333333333333
WP_000043478.1,0.08333333333333333
WP_000044031.1,0.08333333333333333
WP_000044300.1,0.08333333333333333
WP_000044401.1,0.08333333333333333
WP_000044679.1,0.08333333333333333
WP_000044700.1,0.08333333333333333
WP_000044758.1,0.08333333333333333
WP_000044849.1,0.08333333333333333
WP_000045180.1,0.08333333333333333
WP_000045277.1,0.08333333333333333
WP_000045455.1,0.08333333333333333
WP_000045648.1,0.08333333333333333
WP_000045739.1,0.08333333333333333
WP_000045978.1,0.08333333333333333
WP_000046287.1,0.08333333333333333
WP_000046637.1,0.08333333333333333
WP_000046661.1,0.08333333333333333
WP_000046749.1,0.08333333333333333
WP_000046824.1,0.08333333333333333
WP_000047079.1,0.08333333333333333
WP_000047198.1,0.08333333333333333
WP_000047432.1,0.08333333333333333
WP_000047490.1,0.08333333333333333
WP_000047539.1,0.08333333333333333
WP_000048190.1,0.08333333333333333
WP_000048252.1,0.08333333333333333
WP_000048458.1,0.08333333333333333
WP_000048551.1,0.08333333333333333
WP_000048659.1,0.08333333333333333
WP_000048968.1,0.08333333333333333
WP_000049213.1,0.08333333333333333
WP_000049367.1,0.08333333333333333
WP_000050139.1,0.08333333333333333
WP_000050244.1,0.08333333333333333
WP_000050323.1,0.08333333333333333
WP_000050789.1,0.08333333333333333
WP_000051143.1,0.08333333333333333
WP_000051572.1,0.08333333333333333
WP_000052201.1,0.08333333333333333
WP_000052796.1,0.08333333333333333
WP_000053083.1,0.08333333333333333
WP_000053415.1,0.08333333333333333
WP_000055075.1,0.08333333333333333
WP_000055132.1,0.08333333333333333
WP_000055741.1,0.08333333333333333
WP_000055927.1,0.08333333333333333
WP_000055981.1,0.08333333333333333
WP_000056468.1,0.08333333333333333
WP_000056545.1,0.08333333333333333
WP_000056760.1,0.08333333333333333
WP_000056994.1,0.08333333333333333
WP_000057080.1,0.08333333333333333
WP_000057165.1,0.08333333333333333
WP_000057377.1,0.08333333333333333
WP_000057871.1,0.08333333333333333
WP_000057976.1,0.08333333333333333
WP_000058493.1,0.08333333333333333
WP_000058995.1,0.08333333333333333
WP_000059116.1,0.08333333333333333
WP_000059304.1,0.08333333333333333
WP_000059395.1,0.08333333333333333
WP_000059467.1,0.08333333333333333
WP_000059678.1,0.08333333333333333
WP_000059900.1,0.08333333333333333
WP_000060112.1,0.08333333333333333
WP_000060465.1,0.08333333333333333
WP_000060506.1,0.08333333333333333
WP_000060930.1,0.08333333333333333
WP_000062312.1,0.08333333333333333
WP_000062434.1,0.08333333333333333
WP_000062596.1,0.08333333333333333
WP_000062611.1,0.08333333333333333
WP_000062997.1,0.08333333333333333
WP_000063125.1,0.08333333333333333
WP_000063176.1,0.08333333333333333
WP_000063265.1,0.08333333333333333
WP_000063648.1,0.08333333333333333
WP_000063969.1,0.08333333333333333
WP_000064252.1,0.08333333333333333
WP_000064701.1,0.08333333333333333
WP_000065253.1,0.08333333333333333
WP_000065377.1,0.08333333333333333
WP_000065430.1,0.08333333333333333
WP_000065682.1,0.08333333333333333
WP_000065773.1,0.08333333333333333
WP_000065950.1,0.08333333333333333
WP_000066490.1,0.08333333333333333
WP_000066545.1,0.08333333333333333
WP_000066619.1,0.08333333333333333
WP_000066694.1,0.08333333333333333
WP_000067016.1,0.08333333333333333
WP_000067401.1,0.08333333333333333
WP_000067755.1,0.08333333333333333
WP_000067822.1,0.08333333333333333
WP_000067950.1,0.08333333333333333
WP_000068079.1,0.08333333333333333
WP_000068457.1,0.08333333333333333
WP_000068679.1,0.08333333333333333
WP_000068725.1,0.08333333333333333
WP_000068837.1,0.08333333333333333
WP_000068985.1,0.08333333333333333
WP_000069223.1,0.08333333333333333
WP_000069324.1,0.08333333333333333
WP_000069437.1,0.08333333333333333
WP_000070131.1,0.08333333333333333
WP_000070491.1,0.08333333333333333
