WP_000002127.1	Escherichia_Escherichia	98.9	94	94
WP_000002127.1	Escherichia_Escherichia	98.9	94	94
WP_000002127.1	Escherichia_Escherichia	98.9	94	94
WP_000002127.1	Escherichia_Escherichia	97.9	94	94
WP_000002127.1	Escherichia_Escherichia	87.1	93	94
WP_000002304.1	Escherichia_Escherichia	99.6	281	281
WP_000002304.1	Escherichia_Escherichia	99.6	281	281
WP_000002304.1	Escherichia_Escherichia	99.3	281	281
WP_000002304.1	Escherichia_Escherichia	99.3	281	281
WP_000002304.1	Escherichia_Escherichia	99.3	281	281
WP_000002304.1	Escherichia_Escherichia	99.3	281	281
WP_000002304.1	Escherichia_Escherichia	99.3	281	281
WP_000002304.1	Escherichia_Escherichia	99.3	281	281
WP_000002304.1	Escherichia_Escherichia	99.3	281	281
WP_000002304.1	Escherichia_Escherichia	98.9	281	281
WP_000002542.1	Escherichia_Escherichia	100	324	324
WP_000002542.1	Escherichia_Escherichia	100	324	324
WP_000002542.1	Escherichia_Escherichia	100	324	324
WP_000002542.1	Escherichia_Escherichia	100	324	324
WP_000002542.1	Escherichia_Escherichia	100	324	324
WP_000002542.1	Escherichia_Escherichia	100	324	324
WP_000002542.1	Escherichia_Escherichia	100	324	324
WP_000002542.1	Escherichia_Escherichia	100	324	324
WP_000002542.1	Escherichia_Escherichia	100	324	324
WP_000002542.1	Escherichia_Escherichia	99.7	324	324
WP_000002907.1	Escherichia_Escherichia	100	122	122
WP_000002907.1	Escherichia_Escherichia	100	122	122
WP_000002907.1	Escherichia_Escherichia	100	122	122
WP_000002907.1	Escherichia_Escherichia	100	122	122
WP_000002907.1	Escherichia_Escherichia	100	122	122
WP_000002907.1	Escherichia_Escherichia	100	122	122
WP_000002907.1	Escherichia_Escherichia	100	122	122
WP_000002907.1	Escherichia_Escherichia	100	122	122
WP_000002907.1	Escherichia_Escherichia	100	122	122
WP_000002907.1	Escherichia_Escherichia	100	122	122
WP_000002907.1	Escherichia_Escherichia	76.5	119	122
WP_000002907.1	Escherichia_Escherichia	76.5	119	122
WP_000002907.1	Escherichia_Escherichia	76.5	119	122
WP_000002907.1	Escherichia_Escherichia	76.5	119	122
WP_000002953.1	Escherichia_Escherichia	100	138	138
WP_000002953.1	Escherichia_Escherichia	100	138	138
WP_000002953.1	Escherichia_Escherichia	100	138	138
WP_000002953.1	Escherichia_Escherichia	100	138	138
WP_000002953.1	Escherichia_Escherichia	100	138	138
WP_000002953.1	Escherichia_Escherichia	100	138	138
WP_000002953.1	Escherichia_Escherichia	100	138	138
WP_000002953.1	Escherichia_Escherichia	100	138	138
WP_000002953.1	Escherichia_Escherichia	100	138	138
WP_000002953.1	Escherichia_Escherichia	99.3	138	138
WP_000003075.1	Escherichia_Escherichia	99.8	505	505
WP_000003075.1	Escherichia_Escherichia	99.6	505	505
WP_000003075.1	Escherichia_Escherichia	99.6	505	505
WP_000003075.1	Escherichia_Escherichia	99.6	505	505
WP_000003075.1	Escherichia_Escherichia	99.6	505	505
WP_000003075.1	Escherichia_Escherichia	99.6	505	505
WP_000003075.1	Escherichia_Escherichia	99.6	505	505
WP_000003075.1	Escherichia_Escherichia	99.4	505	505
WP_000003075.1	Escherichia_Escherichia	99.4	505	505
WP_000003075.1	Escherichia_Escherichia	99.4	505	505
WP_000003075.1	Escherichia_Escherichia	88.5	505	505
WP_000003075.1	Escherichia_Escherichia	88.5	505	505
WP_000003075.1	Escherichia_Escherichia	88.5	505	505
WP_000003075.1	Escherichia_Escherichia	88.5	505	505
